Month,Customer ID,Customer,Tier,Industry,Service Type,Tickets,Resolved Tickets,Tickets With Outcome,Breached Tickets,SLA Compliance Pct,P50 Resolution Hours,Avg Target Utilisation
2025-08-01,CUST-037,Glacier Retail Group,Gold,Retail,Business Voice (SIP),42,42,42,9,78.57,43.25,0.751
2025-08-01,CUST-037,Glacier Retail Group,Gold,Retail,SD-WAN,55,55,55,13,76.36,22.19,0.81
2025-08-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Cloud,4,4,4,0,100.0,24.48,0.344
2025-08-01,CUST-038,Harbour Renewables,Silver,Energy,Dedicated Internet,46,46,46,5,89.13,32.94,0.594
2025-08-01,CUST-038,Harbour Renewables,Silver,Energy,Business Voice (SIP),21,21,21,2,90.48,18.62,0.534
2025-08-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Security,8,8,8,1,87.5,33.75,0.454
2025-08-01,CUST-038,Harbour Renewables,Silver,Energy,MPLS WAN,29,29,29,4,86.21,31.59,0.637
2025-08-01,CUST-038,Harbour Renewables,Silver,Energy,SD-WAN,16,16,16,1,93.75,29.87,0.556
2025-08-01,CUST-039,Quarry Academy,Silver,Education,Managed Cloud,10,10,10,0,100.0,17.19,0.399
2025-08-01,CUST-039,Quarry Academy,Silver,Education,Dedicated Internet,49,49,49,4,91.84,23.41,0.432
2025-08-01,CUST-039,Quarry Academy,Silver,Education,SD-WAN,62,62,62,11,82.26,36.88,0.577
2025-08-01,CUST-039,Quarry Academy,Silver,Education,Business Voice (SIP),68,68,68,9,86.76,31.75,0.534
2025-08-01,CUST-039,Quarry Academy,Silver,Education,MPLS WAN,35,35,35,4,88.57,36.9,0.658
2025-08-01,CUST-039,Quarry Academy,Silver,Education,Managed Security,13,13,13,0,100.0,15.62,0.335
2025-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Business Voice (SIP),53,53,53,5,90.57,14.16,0.522
2025-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,MPLS WAN,3,3,3,0,100.0,24.55,0.411
2025-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Security,9,9,9,0,100.0,15.63,0.317
2025-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Dedicated Internet,60,60,60,7,88.33,22.62,0.564
2025-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,SD-WAN,17,17,17,4,76.47,20.12,0.769
2025-08-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Cloud,17,17,17,2,88.24,10.6,0.497
2025-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Business Voice (SIP),24,24,24,4,83.33,39.35,0.795
2025-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,SD-WAN,2,2,2,0,100.0,24.58,0.253
2025-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Dedicated Internet,31,31,31,2,93.55,21.57,0.419
2025-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,MPLS WAN,20,20,20,2,90.0,37.23,0.554
2025-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Security,1,1,1,0,100.0,20.08,0.837
2025-09-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Cloud,7,7,7,0,100.0,11.59,0.202
2025-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,Business Voice (SIP),8,8,8,2,75.0,21.17,0.678
2025-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,SD-WAN,10,10,10,2,80.0,37.52,0.747
2025-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,Dedicated Internet,6,6,6,0,100.0,17.8,0.416
2025-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Security,2,2,2,0,100.0,12.19,0.508
2025-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,MPLS WAN,2,2,2,0,100.0,25.55,0.355
2025-09-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Cloud,10,10,10,3,70.0,39.08,0.796
2025-09-01,CUST-003,Juniper Polytechnic,Platinum,Education,SD-WAN,120,120,120,28,76.67,17.16,0.775
2025-09-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Security,48,48,48,4,91.67,9.91,0.635
2025-09-01,CUST-003,Juniper Polytechnic,Platinum,Education,Dedicated Internet,151,151,151,29,80.79,12.78,0.676
2025-09-01,CUST-003,Juniper Polytechnic,Platinum,Education,Business Voice (SIP),78,78,78,16,79.49,12.66,0.72
2025-09-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Cloud,39,39,39,8,79.49,11.43,0.61
2025-09-01,CUST-003,Juniper Polytechnic,Platinum,Education,MPLS WAN,32,32,32,7,78.13,16.16,0.664
2025-09-01,CUST-004,Heritage College,Bronze,Education,MPLS WAN,2,2,2,0,100.0,40.63,0.283
2025-09-01,CUST-004,Heritage College,Bronze,Education,Managed Security,17,17,17,1,94.12,26.92,0.413
2025-09-01,CUST-004,Heritage College,Bronze,Education,Dedicated Internet,27,27,27,4,85.19,72.96,0.666
2025-09-01,CUST-004,Heritage College,Bronze,Education,SD-WAN,27,27,27,9,66.67,57.11,0.824
2025-09-01,CUST-004,Heritage College,Bronze,Education,Managed Cloud,15,15,15,3,80.0,67.44,0.798
2025-09-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Managed Security,18,18,18,2,88.89,27.28,0.452
2025-09-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Business Voice (SIP),32,32,32,5,84.38,19.97,0.506
2025-09-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Dedicated Internet,9,9,9,0,100.0,14.0,0.347
2025-09-01,CUST-005,Bluewater Health Network,Silver,Healthcare,SD-WAN,29,29,29,2,93.1,34.7,0.56
2025-09-01,CUST-006,Northshore Utilities,Silver,Public Sector,Dedicated Internet,31,31,31,2,93.55,19.25,0.478
2025-09-01,CUST-006,Northshore Utilities,Silver,Public Sector,Managed Security,3,3,3,0,100.0,17.3,0.235
2025-09-01,CUST-006,Northshore Utilities,Silver,Public Sector,MPLS WAN,3,3,3,1,66.67,71.78,1.132
2025-09-01,CUST-006,Northshore Utilities,Silver,Public Sector,SD-WAN,37,37,37,5,86.49,24.04,0.542
2025-09-01,CUST-006,Northshore Utilities,Silver,Public Sector,Business Voice (SIP),68,68,68,5,92.65,28.2,0.517
2025-09-01,CUST-007,Ashford Renewables,Bronze,Energy,Dedicated Internet,11,11,11,4,63.64,83.2,1.047
2025-09-01,CUST-007,Ashford Renewables,Bronze,Energy,SD-WAN,9,9,9,3,66.67,46.59,0.893
2025-09-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Cloud,11,11,11,1,90.91,55.07,0.597
2025-09-01,CUST-007,Ashford Renewables,Bronze,Energy,Business Voice (SIP),6,6,6,1,83.33,20.06,0.439
2025-09-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Security,7,7,7,2,71.43,31.72,0.643
2025-09-01,CUST-008,Maple College,Gold,Education,Managed Cloud,23,23,23,2,91.3,14.31,0.383
2025-09-01,CUST-008,Maple College,Gold,Education,MPLS WAN,27,27,27,5,81.48,28.78,0.776
2025-09-01,CUST-008,Maple College,Gold,Education,SD-WAN,67,67,67,9,86.57,19.9,0.58
2025-09-01,CUST-008,Maple College,Gold,Education,Business Voice (SIP),28,28,28,0,100.0,11.7,0.307
2025-09-01,CUST-008,Maple College,Gold,Education,Dedicated Internet,50,50,50,2,96.0,14.3,0.414
2025-09-01,CUST-008,Maple College,Gold,Education,Managed Security,7,7,7,1,85.71,15.5,0.517
2025-09-01,CUST-009,Dominion Outfitters,Silver,Retail,SD-WAN,15,15,15,1,93.33,35.47,0.539
2025-09-01,CUST-009,Dominion Outfitters,Silver,Retail,MPLS WAN,1,1,1,0,100.0,28.39,0.394
2025-09-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Security,7,7,7,0,100.0,13.33,0.338
2025-09-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Cloud,7,7,7,0,100.0,16.59,0.288
2025-09-01,CUST-009,Dominion Outfitters,Silver,Retail,Dedicated Internet,9,9,9,0,100.0,41.11,0.387
2025-09-01,CUST-009,Dominion Outfitters,Silver,Retail,Business Voice (SIP),45,45,45,5,88.89,29.56,0.524
2025-09-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Cloud,19,19,19,1,94.74,16.18,0.486
2025-09-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Business Voice (SIP),46,46,46,5,89.13,20.23,0.537
2025-09-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,SD-WAN,59,59,59,9,84.75,27.2,0.642
2025-09-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Dedicated Internet,27,27,27,1,96.3,14.9,0.422
2025-09-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,MPLS WAN,59,59,59,14,76.27,23.43,0.702
2025-09-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Security,11,11,11,0,100.0,7.37,0.261
2025-09-01,CUST-011,Prairie Health Network,Silver,Healthcare,Business Voice (SIP),12,12,12,3,75.0,37.16,0.752
2025-09-01,CUST-011,Prairie Health Network,Silver,Healthcare,Dedicated Internet,39,39,39,3,92.31,32.02,0.503
2025-09-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Cloud,16,16,16,2,87.5,26.8,0.488
2025-09-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Security,7,7,7,0,100.0,9.07,0.22
2025-09-01,CUST-011,Prairie Health Network,Silver,Healthcare,SD-WAN,42,42,42,8,80.95,30.29,0.566
2025-09-01,CUST-011,Prairie Health Network,Silver,Healthcare,MPLS WAN,13,13,13,0,100.0,22.43,0.419
2025-09-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Business Voice (SIP),76,76,76,12,84.21,35.99,0.71
2025-09-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Dedicated Internet,19,19,19,1,94.74,23.5,0.534
2025-09-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Security,8,8,8,1,87.5,22.87,0.459
2025-09-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Cloud,13,13,13,2,84.62,53.32,0.588
2025-09-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,SD-WAN,90,90,90,25,72.22,45.65,0.896
2025-09-01,CUST-013,Nordic School Board,Gold,Public Sector,Business Voice (SIP),24,24,24,1,95.83,17.9,0.418
2025-09-01,CUST-013,Nordic School Board,Gold,Public Sector,SD-WAN,41,41,41,5,87.8,18.22,0.594
2025-09-01,CUST-013,Nordic School Board,Gold,Public Sector,MPLS WAN,22,22,22,6,72.73,46.38,0.738
2025-09-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Security,22,22,22,2,90.91,16.02,0.445
2025-09-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Cloud,45,45,45,3,93.33,17.84,0.419
2025-09-01,CUST-013,Nordic School Board,Gold,Public Sector,Dedicated Internet,22,22,22,2,90.91,18.31,0.565
2025-09-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Business Voice (SIP),119,119,119,16,86.55,12.33,0.678
2025-09-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Cloud,45,45,45,5,88.89,7.67,0.53
2025-09-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Dedicated Internet,87,87,87,13,85.06,10.68,0.789
2025-09-01,CUST-014,Riverbend Polytechnic,Platinum,Education,SD-WAN,158,158,158,29,81.65,14.17,0.856
2025-09-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Security,17,17,17,5,70.59,12.24,1.479
2025-09-01,CUST-014,Riverbend Polytechnic,Platinum,Education,MPLS WAN,29,29,29,12,58.62,25.58,0.965
2025-09-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,SD-WAN,126,126,126,24,80.95,13.25,0.692
2025-09-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Cloud,45,45,45,3,93.33,10.83,0.445
2025-09-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Dedicated Internet,122,122,122,15,87.7,10.1,0.519
2025-09-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Business Voice (SIP),68,68,68,9,86.76,12.76,0.677
2025-09-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Security,29,29,29,5,82.76,7.57,0.567
2025-09-01,CUST-016,Redwood Learning Trust,Silver,Education,MPLS WAN,5,5,5,0,100.0,15.39,0.302
2025-09-01,CUST-016,Redwood Learning Trust,Silver,Education,Dedicated Internet,38,38,38,3,92.11,20.6,0.442
2025-09-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Cloud,39,39,39,1,97.44,15.54,0.461
2025-09-01,CUST-016,Redwood Learning Trust,Silver,Education,Business Voice (SIP),15,15,15,1,93.33,32.13,0.615
2025-09-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Security,14,14,14,0,100.0,13.54,0.264
2025-09-01,CUST-016,Redwood Learning Trust,Silver,Education,SD-WAN,27,27,27,1,96.3,28.31,0.425
2025-09-01,CUST-017,Coastal Energy,Gold,Energy,Business Voice (SIP),47,47,47,2,95.74,20.68,0.454
2025-09-01,CUST-017,Coastal Energy,Gold,Energy,SD-WAN,50,50,50,12,76.0,23.08,0.652
2025-09-01,CUST-017,Coastal Energy,Gold,Energy,MPLS WAN,18,18,18,2,88.89,13.62,0.508
2025-09-01,CUST-017,Coastal Energy,Gold,Energy,Managed Security,10,10,10,1,90.0,24.93,0.462
2025-09-01,CUST-017,Coastal Energy,Gold,Energy,Managed Cloud,23,23,23,5,78.26,21.98,0.611
2025-09-01,CUST-017,Coastal Energy,Gold,Energy,Dedicated Internet,62,62,62,6,90.32,14.49,0.513
2025-09-01,CUST-018,Granite Power Co-op,Gold,Energy,MPLS WAN,54,54,54,7,87.04,15.72,0.505
2025-09-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Security,36,36,36,4,88.89,19.3,0.469
2025-09-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Cloud,22,22,22,3,86.36,14.73,0.622
2025-09-01,CUST-018,Granite Power Co-op,Gold,Energy,Dedicated Internet,31,31,31,3,90.32,19.87,0.546
2025-09-01,CUST-018,Granite Power Co-op,Gold,Energy,SD-WAN,56,56,56,11,80.36,21.28,0.637
2025-09-01,CUST-018,Granite Power Co-op,Gold,Energy,Business Voice (SIP),68,68,68,7,89.71,22.82,0.548
2025-09-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Dedicated Internet,47,47,47,8,82.98,23.27,0.588
2025-09-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Business Voice (SIP),56,56,56,9,83.93,24.6,0.629
2025-09-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Security,40,40,40,4,90.0,20.68,0.616
2025-09-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Cloud,20,20,20,2,90.0,10.3,0.533
2025-09-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,MPLS WAN,59,59,59,5,91.53,22.23,0.598
2025-09-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,SD-WAN,76,76,76,16,78.95,22.17,0.849
2025-09-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Cloud,6,6,6,0,100.0,36.83,0.357
2025-09-01,CUST-020,Orchard Distribution,Silver,Logistics,Business Voice (SIP),30,30,30,4,86.67,27.72,0.532
2025-09-01,CUST-020,Orchard Distribution,Silver,Logistics,MPLS WAN,2,2,2,0,100.0,28.93,0.346
2025-09-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Security,9,9,9,1,88.89,28.1,0.512
2025-09-01,CUST-020,Orchard Distribution,Silver,Logistics,Dedicated Internet,28,28,28,2,92.86,30.5,0.556
2025-09-01,CUST-021,Keystone Distribution,Gold,Logistics,MPLS WAN,24,24,24,3,87.5,15.24,0.712
2025-09-01,CUST-021,Keystone Distribution,Gold,Logistics,Business Voice (SIP),58,58,58,14,75.86,24.81,0.864
2025-09-01,CUST-021,Keystone Distribution,Gold,Logistics,Dedicated Internet,64,64,64,8,87.5,18.6,0.579
2025-09-01,CUST-021,Keystone Distribution,Gold,Logistics,SD-WAN,76,76,76,10,86.84,17.31,0.594
2025-09-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Cloud,41,41,41,4,90.24,18.74,0.449
2025-09-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Security,43,43,43,1,97.67,11.64,0.522
2025-09-01,CUST-022,Ironwood Health Network,Silver,Healthcare,SD-WAN,29,29,29,2,93.1,35.12,0.619
2025-09-01,CUST-022,Ironwood Health Network,Silver,Healthcare,MPLS WAN,12,12,12,1,91.67,27.49,0.456
2025-09-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Managed Cloud,20,20,20,2,90.0,27.88,0.53
2025-09-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Business Voice (SIP),12,12,12,0,100.0,24.43,0.454
2025-09-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Dedicated Internet,31,31,31,6,80.65,21.11,0.588
2025-09-01,CUST-023,Silverline Learning Trust,Bronze,Education,Dedicated Internet,55,55,55,7,87.27,35.37,0.541
2025-09-01,CUST-023,Silverline Learning Trust,Bronze,Education,MPLS WAN,22,22,22,5,77.27,57.33,0.789
2025-09-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Cloud,45,45,45,3,93.33,29.84,0.435
2025-09-01,CUST-023,Silverline Learning Trust,Bronze,Education,SD-WAN,21,21,21,6,71.43,48.16,0.932
2025-09-01,CUST-023,Silverline Learning Trust,Bronze,Education,Business Voice (SIP),22,22,22,4,81.82,54.89,0.588
2025-09-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Security,19,19,19,1,94.74,28.95,0.437
2025-09-01,CUST-024,Cascadia Academy,Gold,Education,Business Voice (SIP),83,83,83,17,79.52,28.53,0.723
2025-09-01,CUST-024,Cascadia Academy,Gold,Education,SD-WAN,28,28,28,10,64.29,29.15,0.799
2025-09-01,CUST-024,Cascadia Academy,Gold,Education,Dedicated Internet,93,93,93,17,81.72,24.97,0.731
2025-09-01,CUST-024,Cascadia Academy,Gold,Education,MPLS WAN,13,13,13,1,92.31,24.81,0.457
2025-09-01,CUST-024,Cascadia Academy,Gold,Education,Managed Cloud,51,51,51,6,88.24,21.91,0.799
2025-09-01,CUST-024,Cascadia Academy,Gold,Education,Managed Security,39,39,39,7,82.05,18.81,0.697
2025-09-01,CUST-025,Cedar Marketplaces,Bronze,Retail,MPLS WAN,4,4,4,0,100.0,63.74,0.608
2025-09-01,CUST-025,Cedar Marketplaces,Bronze,Retail,SD-WAN,22,22,22,10,54.55,106.6,1.026
2025-09-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Dedicated Internet,98,98,98,11,88.78,21.77,0.582
2025-09-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Cloud,44,44,44,3,93.18,14.19,0.432
2025-09-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Business Voice (SIP),62,62,62,3,95.16,20.37,0.469
2025-09-01,CUST-026,Frontier Freight Lines,Gold,Logistics,MPLS WAN,4,4,4,0,100.0,14.08,0.516
2025-09-01,CUST-026,Frontier Freight Lines,Gold,Logistics,SD-WAN,61,61,61,15,75.41,24.42,0.91
2025-09-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Security,16,16,16,0,100.0,7.12,0.312
2025-09-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Business Voice (SIP),12,12,12,3,75.0,76.34,1.031
2025-09-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Security,22,22,22,2,90.91,27.58,0.563
2025-09-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Cloud,16,16,16,2,87.5,93.19,0.685
2025-09-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Dedicated Internet,26,26,26,8,69.23,52.66,0.961
2025-09-01,CUST-028,Beacon Pipelines,Bronze,Energy,Dedicated Internet,21,21,21,4,80.95,65.81,0.741
2025-09-01,CUST-028,Beacon Pipelines,Bronze,Energy,MPLS WAN,7,7,7,2,71.43,80.72,0.797
2025-09-01,CUST-028,Beacon Pipelines,Bronze,Energy,SD-WAN,14,14,14,6,57.14,72.01,1.321
2025-09-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Security,10,10,10,4,60.0,78.48,0.848
2025-09-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Cloud,20,20,20,7,65.0,68.23,0.86
2025-09-01,CUST-029,Pinecrest Energy,Bronze,Energy,Business Voice (SIP),3,3,3,0,100.0,50.03,0.654
2025-09-01,CUST-029,Pinecrest Energy,Bronze,Energy,Dedicated Internet,10,10,10,2,80.0,34.87,0.668
2025-09-01,CUST-029,Pinecrest Energy,Bronze,Energy,SD-WAN,4,4,4,3,25.0,265.94,1.738
2025-09-01,CUST-030,Summit Retail Group,Platinum,Retail,Dedicated Internet,65,65,65,4,93.85,6.9,0.447
2025-09-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Security,47,47,47,3,93.62,10.47,0.4
2025-09-01,CUST-030,Summit Retail Group,Platinum,Retail,Business Voice (SIP),124,124,124,9,92.74,10.33,0.443
2025-09-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Cloud,39,39,39,0,100.0,4.64,0.33
2025-09-01,CUST-030,Summit Retail Group,Platinum,Retail,SD-WAN,154,154,154,19,87.66,13.89,0.682
2025-09-01,CUST-030,Summit Retail Group,Platinum,Retail,MPLS WAN,628,628,628,220,64.97,5.56,1.185
2025-09-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Security,4,4,4,0,100.0,30.4,0.491
2025-09-01,CUST-031,Crestview Pipelines,Silver,Energy,Dedicated Internet,16,16,16,3,81.25,28.8,0.701
2025-09-01,CUST-031,Crestview Pipelines,Silver,Energy,Business Voice (SIP),14,14,14,2,85.71,26.2,0.54
2025-09-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Cloud,7,7,7,1,85.71,31.33,0.658
2025-09-01,CUST-031,Crestview Pipelines,Silver,Energy,SD-WAN,24,24,24,6,75.0,44.49,0.656
2025-09-01,CUST-032,Meridian Distribution,Platinum,Logistics,MPLS WAN,16,16,16,1,93.75,13.77,0.543
2025-09-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Security,56,56,56,4,92.86,6.12,0.394
2025-09-01,CUST-032,Meridian Distribution,Platinum,Logistics,SD-WAN,125,125,125,19,84.8,10.34,0.65
2025-09-01,CUST-032,Meridian Distribution,Platinum,Logistics,Dedicated Internet,101,101,101,8,92.08,9.98,0.431
2025-09-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Cloud,15,15,15,5,66.67,8.13,0.668
2025-09-01,CUST-032,Meridian Distribution,Platinum,Logistics,Business Voice (SIP),150,150,150,12,92.0,9.01,0.461
2025-09-01,CUST-033,Boreal Retail Group,Gold,Retail,MPLS WAN,36,36,36,4,88.89,25.42,0.638
2025-09-01,CUST-033,Boreal Retail Group,Gold,Retail,Business Voice (SIP),64,64,64,6,90.63,14.38,0.455
2025-09-01,CUST-033,Boreal Retail Group,Gold,Retail,Dedicated Internet,29,29,29,2,93.1,20.23,0.468
2025-09-01,CUST-033,Boreal Retail Group,Gold,Retail,SD-WAN,59,59,59,3,94.92,19.08,0.597
2025-09-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Cloud,17,17,17,2,88.24,13.24,0.664
2025-09-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Security,43,43,43,2,95.35,9.41,0.282
2025-09-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Business Voice (SIP),58,58,58,11,81.03,12.98,0.793
2025-09-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,MPLS WAN,18,18,18,3,83.33,8.85,0.553
2025-09-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Security,26,26,26,2,92.31,11.36,0.514
2025-09-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Dedicated Internet,74,74,74,16,78.38,14.72,0.735
2025-09-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,SD-WAN,74,74,74,16,78.38,16.03,0.751
2025-09-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Cloud,14,14,14,1,92.86,7.16,0.442
2025-09-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Managed Security,4,4,4,0,100.0,7.35,0.16
2025-09-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Business Voice (SIP),53,53,53,9,83.02,14.28,0.543
2025-09-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,MPLS WAN,26,26,26,2,92.31,23.92,0.521
2025-09-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,SD-WAN,62,62,62,6,90.32,20.85,0.521
2025-09-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Dedicated Internet,81,81,81,5,93.83,13.81,0.387
2025-09-01,CUST-036,Highland College,Platinum,Education,MPLS WAN,42,42,42,3,92.86,12.93,0.54
2025-09-01,CUST-036,Highland College,Platinum,Education,Managed Security,30,30,30,2,93.33,6.06,0.369
2025-09-01,CUST-036,Highland College,Platinum,Education,Dedicated Internet,101,101,101,8,92.08,8.48,0.513
2025-09-01,CUST-036,Highland College,Platinum,Education,SD-WAN,97,97,97,15,84.54,10.03,0.587
2025-09-01,CUST-036,Highland College,Platinum,Education,Business Voice (SIP),113,113,113,8,92.92,11.16,0.494
2025-09-01,CUST-036,Highland College,Platinum,Education,Managed Cloud,50,50,50,4,92.0,12.24,0.467
2025-09-01,CUST-037,Glacier Retail Group,Gold,Retail,SD-WAN,55,55,55,9,83.64,25.72,0.902
2025-09-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Security,9,9,9,0,100.0,12.94,0.441
2025-09-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Cloud,36,36,36,4,88.89,19.72,0.651
2025-09-01,CUST-037,Glacier Retail Group,Gold,Retail,MPLS WAN,50,50,50,14,72.0,21.63,0.748
2025-09-01,CUST-037,Glacier Retail Group,Gold,Retail,Dedicated Internet,98,98,98,24,75.51,30.0,0.758
2025-09-01,CUST-037,Glacier Retail Group,Gold,Retail,Business Voice (SIP),63,63,63,10,84.13,31.37,0.753
2025-09-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Cloud,6,6,6,1,83.33,28.41,0.5
2025-09-01,CUST-038,Harbour Renewables,Silver,Energy,SD-WAN,28,28,28,3,89.29,46.1,0.637
2025-09-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Security,9,9,9,2,77.78,30.05,0.483
2025-09-01,CUST-038,Harbour Renewables,Silver,Energy,MPLS WAN,31,31,31,5,83.87,29.9,0.704
2025-09-01,CUST-038,Harbour Renewables,Silver,Energy,Dedicated Internet,61,61,61,5,91.8,35.65,0.592
2025-09-01,CUST-038,Harbour Renewables,Silver,Energy,Business Voice (SIP),22,22,22,2,90.91,21.73,0.569
2025-09-01,CUST-039,Quarry Academy,Silver,Education,Dedicated Internet,64,64,64,8,87.5,27.82,0.451
2025-09-01,CUST-039,Quarry Academy,Silver,Education,Business Voice (SIP),59,59,59,1,98.31,28.48,0.447
2025-09-01,CUST-039,Quarry Academy,Silver,Education,Managed Cloud,8,8,8,1,87.5,28.65,0.38
2025-09-01,CUST-039,Quarry Academy,Silver,Education,Managed Security,14,14,14,2,85.71,28.94,0.602
2025-09-01,CUST-039,Quarry Academy,Silver,Education,SD-WAN,59,59,59,4,93.22,24.66,0.446
2025-09-01,CUST-039,Quarry Academy,Silver,Education,MPLS WAN,22,22,22,2,90.91,28.82,0.507
